"fid,N,10,0","c_bien_id,N,20,0","d_denomina,C,254","c_categori,N,24,15","d_categori,C,254","f_protecci,D","url_pweb,C,104"
20,3512,CASA SOLARIEGA DENOMINADA LAS TORRES,933.000000000000000,MONUMENTO,12/19/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3512
21,2148,PALACIO MARQUESES CUEVAS DE VELASCO,933.000000000000000,MONUMENTO,06/06/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2148
22,3002,PALACIO DE LOS GUZMAN Y SANTOYO,933.000000000000000,MONUMENTO,06/06/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3002
23,4923,FABRICA PRODUCTOS QUIMICOS ABELLO,933.000000000000000,MONUMENTO,10/17/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4923
24,4746,MONASTERIO DE SAN PEDRO DE ESLONZA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4746
54,2403,CUEVA DEL PORTAL,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2403
25,1995,CUEVAS DE LA├æO,937.000000000000000,ZONA ARQUEOL├ôGICA,06/23/78,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1995
26,3463,DESPOBLADO DE LA PE├æA AMAYA,937.000000000000000,ZONA ARQUEOL├ôGICA,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3463
27,10236,CASTIL DE CABRAS. SIERRA DE LAS QUILAMAS,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10236
28,13311,ABRIGO DEL OESTE,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13311
29,1543,COLEGIATA DE SANTA MAR├ìA LA MAYOR,933.000000000000000,MONUMENTO,03/26/92,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1543
30,1948,IGLESIA DE LA INMACULADA CONCEPCI├ôN,933.000000000000000,MONUMENTO,04/30/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1948
31,4874,CONVENTO DE SAN MARCOS,933.000000000000000,MONUMENTO,09/24/45,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4874
32,4960,IGLESIA-COLEGIATA DE SAN ISIDORO,933.000000000000000,MONUMENTO,02/09/10,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4960
33,4302,PALACIO EPISCOPAL,933.000000000000000,MONUMENTO,05/12/05,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4302
34,4783,PALACIO DE LOS CONDES DE GRAJAL,933.000000000000000,MONUMENTO,03/02/00,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4783
55,8559,LAS BATUECAS. CRISTO V O ABRIGO BAJO DEL CRISTO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8559
35,4796,PUENTE ANTIGUO,933.000000000000000,MONUMENTO,10/24/39,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4796
36,5404,IGLESIA DE SAN LORENZO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5404
37,5661,CASTILLO DE VALENCIA DE DON JUAN,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5661
38,6365,CASTILLO,933.000000000000000,MONUMENTO,11/11/10,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6365
39,6466,CONVENTO DE SANTA CLARA,933.000000000000000,MONUMENTO,02/17/05,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6466
40,8005,MONASTERIO DE SAN ANDRES DE ARROYO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8005
56,8571,LAS BATUECAS. ABRIGUITO DEL PASEO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8571
57,8607,LAS BATUECAS. RISCO DEL CIERVO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8607
41,8063,IGLESIA DE SAN HIPOLITO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8063
42,5436,MONASTERIO DE SAN PEDRO DE LAS DUE├æAS,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5436
43,7195,IGLESIA DE SAN MARTIN,933.000000000000000,MONUMENTO,11/13/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7195
44,2059,IGLESIA DE LOS SANTOS COSME Y DAMIAN,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2059
45,5026,TORRE├ôN DE SAN PELAYO (COLEGIO SANTA TERESA),933.000000000000000,MONUMENTO,03/30/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5026
46,5641,IGLESIA PARROQUIAL DE SAN MARTIN,933.000000000000000,MONUMENTO,02/02/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5641
47,10544,LUGAR VIEJO O YECLA LA VIEJA,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10544
48,14057,VALONSADERO. ABRIGO DEL POZO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14057
49,14061,VALONSADERO. ABRIGO DEL TUBO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14061
50,14077,VALONSADERO. COVACHO DEL MORRO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14077
51,14125,VALONSADERO. MURALLON DEL PUNTAL,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14125
52,14137,VALONSADERO. PE├æON DE LA VISERA,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14137
53,14149,VALONSADERO. UMBRIA DEL COLLADILLO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14149
58,6343,ROLLO DE JUSTICIA,933.000000000000000,MONUMENTO,02/18/60,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6343
59,1375,IGLESIA DE SAN JUAN,933.000000000000000,MONUMENTO,11/12/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1375
60,2677,IGLESIA DE NUESTRA SE├æORA DE SEPTIEMBRE,933.000000000000000,MONUMENTO,02/02/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2677
61,1918,IGLESIA DE SAN JUAN,933.000000000000000,MONUMENTO,06/29/90,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1918
62,2323,MONASTERIO DE SAN PEDRO DE ARLANZA,931.000000000000000,CONJUNTO HIST├ôRICO,11/19/79,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2323
63,2875,IGLESIA DE SAN MIGUEL,933.000000000000000,MONUMENTO,06/01/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2875
64,3306,CONVENTO DEL ESPINO,933.000000000000000,MONUMENTO,10/31/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3306
65,3359,MONASTERIO DE SANTO DOMINGO DE SILOS,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3359
66,3677,PALACIO,933.000000000000000,MONUMENTO,11/07/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3677
67,4836,CASA DE BOTINES,933.000000000000000,MONUMENTO,05/12/05,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4836
68,4944,IGLESIA DE SAN SALVADOR DE PALAT DEL REY,933.000000000000000,MONUMENTO,11/13/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4944
69,5010,PALACIO DE LOS GUZMANES,933.000000000000000,MONUMENTO,05/16/63,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5010
70,4644,IGLESIA DE SAN ESTEBAN,933.000000000000000,MONUMENTO,08/27/98,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4644
71,5165,SANTUARIO DEL BUEN SUCESO,933.000000000000000,MONUMENTO,04/27/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5165
72,5205,MONASTERIO DE SAN PEDRO DE MONTES,933.000000000000000,MONUMENTO,05/12/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5205
73,5538,IGLESIA DE SANTA COLOMBA DE LA VEGA,933.000000000000000,MONUMENTO,07/27/43,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5538
74,7591,IGLESIA DE NUESTRA SE├æORA DE LA CALLE,933.000000000000000,MONUMENTO,03/05/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7591
75,6032,CASA RECTORAL,933.000000000000000,MONUMENTO,03/28/33,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6032
76,6414,ERMITA DE NUESTRA SE├æORA DE LAS FUENTES,933.000000000000000,MONUMENTO,10/24/63,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6414
77,6520,IGLESIA DE SAN JUAN BAUTISTA,933.000000000000000,MONUMENTO,02/28/08,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6520
78,6513,FUENTE DE SAN JUAN,933.000000000000000,MONUMENTO,02/08/66,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6513
79,7315,ERMITA DE SANTA MARIA DE LAS ERAS,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7315
80,7739,MUSEO DE LA IGLESIA DE SANTA EULALIA,933.000000000000000,MONUMENTO,03/01/62,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7739
81,8169,IGLESIA PARROQUIAL DE SANTA COLUMBA,933.000000000000000,MONUMENTO,09/24/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8169
82,5799,IGLESIA DE SAN JUAN O DE SAN FIZ,933.000000000000000,MONUMENTO,07/09/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5799
83,7577,FACHADA IGLESIA DE SAN BERNARDO,933.000000000000000,MONUMENTO,09/26/41,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7577
84,7304,CASA GRANDE,933.000000000000000,MONUMENTO,11/14/78,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7304
85,1909,IGLESIA COLEGIATA SANTA MARIA DEL MANZANO,933.000000000000000,MONUMENTO,04/25/74,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1909
86,2128,CASA-PALACIO EL FUERTE O DE CHILOECHES,933.000000000000000,MONUMENTO,06/06/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2128
87,4201,ERMITA DE SAN PANTALEON,933.000000000000000,MONUMENTO,05/14/15,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4201
88,4290,ERGASTULA ROMANA,933.000000000000000,MONUMENTO,05/18/51,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4290
89,5188,HERRERIA,933.000000000000000,MONUMENTO,06/06/68,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5188
90,5467,IGLESIA PARROQUIAL DE LA ASUNCION,933.000000000000000,MONUMENTO,10/01/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5467
91,3396,IGLESIA DE LA ASUNCION,933.000000000000000,MONUMENTO,01/16/92,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3396
92,8583,LAS BATUECAS. CANCHAL DEL AGUILA,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8583
93,10456,LA PATA DEL MORO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10456
94,10909,PE├æUELAS,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10909
95,14041,VALONSADERO. RISCO DEL PORTON DE LA CA├æADA,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14041
96,14045,VALONSADERO. ABRIGO DE LAS MARMITAS,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14045
97,3899,IGLESIA DE SANTA EUGENIA,933.000000000000000,MONUMENTO,11/21/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3899
98,4760,CASTILLO,933.000000000000000,MONUMENTO,03/16/00,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4760
99,5397,IGLESIA DE LA PEREGRINA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5397
100,7614,IGLESIA DE SAN MIGUEL,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7614
101,6076,IGLESIA DE SANTA CECILIA,933.000000000000000,MONUMENTO,10/09/63,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6076
102,6758,IGLESIA DE SAN PELAYO M├üRTIR,933.000000000000000,MONUMENTO,12/01/78,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6758
103,6107,"PUERTA DE REINOSA, PUERTA OJIVAL",933.000000000000000,MONUMENTO,05/26/25,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6107
104,6676,IGLESIA DE SANTA MARIA,933.000000000000000,MONUMENTO,04/12/73,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6676
105,6950,IGLESIA DE SAN PELAYO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6950
106,8137,IGLESIA DE SANTA MARIA LA BLANCA (SEPULCROS),933.000000000000000,MONUMENTO,09/26/97,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8137
107,4751,IGLESIA DE NUESTRA SE├æORA DE LA ASUNCION,933.000000000000000,MONUMENTO,09/24/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4751
108,7608,IGLESIA DE SAN JUAN BAUTISTA,933.000000000000000,MONUMENTO,11/27/81,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7608
109,1706,HOSPITAL DEL REY,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1706
110,1729,IGLESIA DE SAN GIL,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1729
111,1437,IGLESIA ENCASTILLADA DE SAN ESTEBAN,933.000000000000000,MONUMENTO,03/12/92,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1437
112,1504,MONASTERIO DE SAN JUAN DE ORTEGA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1504
113,3641,IGLESIA DE SANTA MARIA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3641
114,4537,MONASTERIO DE SANTA MARIA DEL CARRIZO,933.000000000000000,MONUMENTO,10/06/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4537
162,125,PUENTE DE MEDINA,933.000000000000000,MONUMENTO,10/19/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=125
115,5088,RECINTO MURADO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5088
116,5250,"CASTILLO DE ""EL TEMPLE""",933.000000000000000,MONUMENTO,04/22/99,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5250
117,416,MONASTERIO DE LA ENCARNACION,933.000000000000000,MONUMENTO,07/30/98,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=416
118,58,CAPILLA REAL DE SAN PEDRO DE ALCANTARA,933.000000000000000,MONUMENTO,10/26/72,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=58
119,171,CONVENTO DE SAN FRANCISCO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=171
120,273,IGLESIA CONVENTO DE SANTA TERESA,933.000000000000000,MONUMENTO,06/13/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=273
121,309,IGLESIA DE SAN PEDRO,933.000000000000000,MONUMENTO,09/26/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=309
1308,3386,TORRE DE SARRACIN,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3386
122,94,IGLESIA DE SAN MIGUEL,933.000000000000000,MONUMENTO,10/24/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=94
123,934,RECINTO MURADO DE LA VILLA,933.000000000000000,MONUMENTO,09/04/02,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=934
124,1351,IGLESIA DE SANTA MARIA LA ANTIGUA,933.000000000000000,MONUMENTO,11/07/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1351
125,1426,ABADIA DE SAN QUIRCE,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1426
126,447,PALACIO DE D. BLASCO NU├æEZ VELA,933.000000000000000,MONUMENTO,06/23/23,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=447
127,920,IGLESIA DE SANTA MARIA DEL CASTILLO,933.000000000000000,MONUMENTO,06/13/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=920
128,1626,CASA DEL CORDON,933.000000000000000,MONUMENTO,05/11/68,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1626
129,1382,IGLESIA DE SANTA MARIA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1382
130,280,IGLESIA DE SAN ANDRES,933.000000000000000,MONUMENTO,12/11/97,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=280
131,236,ERMITA DE SAN SEGUNDO DEL RIO ADAJA,933.000000000000000,MONUMENTO,01/08/98,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=236
163,976,HOSPITAL DE PEREGRINOS,933.000000000000000,MONUMENTO,01/09/76,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=976
132,3847,MONASTERIO DE SANTA MARIA,933.000000000000000,MONUMENTO,12/19/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3847
133,3116,IGLESIA DE NUESTRA SE├æORA DE LA ASUNCION,933.000000000000000,MONUMENTO,06/13/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3116
134,7403,IGLESIA DE SANTA MARIA Y ANTIGUA ABADIA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=7403
135,982,IGLESIA DE SAN JUAN BAUTISTA,933.000000000000000,MONUMENTO,02/01/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=982
136,1033,CASTILLO PALACIO DE MAGALIA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1033
137,958,CASTILLO DE AUNQUEOSPESE,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=958
138,782,"CASA, ENTORNO, DEPENDENCIAS FINCA QUEXIGAL",933.000000000000000,MONUMENTO,12/19/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=782
157,5237,IGLESIA DE SANTIAGO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5237
164,1185,IGLESIA DE SAN JUAN BAUTISTA,933.000000000000000,MONUMENTO,06/18/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1185
139,884,CASA NATAL DE ISABEL LA CATOLICA. PALACIO DE JUAN II,933.000000000000000,MONUMENTO,09/21/42,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=884
140,912,IGLESIA DE SAN NICOLAS DE BARI,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=912
141,1619,CARTUJA DE SANTA MARIA DE MIRAFLORES,933.000000000000000,MONUMENTO,01/14/23,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1619
142,1697,HOSPITAL DE LA CONCEPCION,933.000000000000000,MONUMENTO,03/29/46,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1697
143,1715,IGLESIA CATEDRAL DE SANTA MARIA,933.000000000000000,MONUMENTO,01/13/85,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1715
144,1644,CONJUNTO DEL MONASTERIO DE SAN JUAN,933.000000000000000,MONUMENTO,05/31/44,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1644
158,5427,RUINAS MONASTERIO SAN FACUNDO Y SAN PRIMITIVO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5427
159,625,IGLESIA DE SAN MARTIN,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=625
160,338,IGLESIA DE SAN JUAN,933.000000000000000,MONUMENTO,06/13/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=338
145,1748,MONASTERIO DE SANTA MARIA LA REAL DE HUELGAS,933.000000000000000,MONUMENTO,12/17/99,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1748
146,1801,REAL MONASTERIO DE SAN AGUSTIN,933.000000000000000,MONUMENTO,01/15/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1801
147,6729,IGLESIA PARROQUIAL DE NUESTRA SE├æORA DE LA ASUNCI├ôN,933.000000000000000,MONUMENTO,12/18/81,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=6729
